,id,query,median_relevance,relevance_variance,product
106,322,ray ban sunglass,4,0.0,ray ban sunglasse new wayfarer rb2132 black transparent green lens 55 mm simply ray ban iconic eyewear introduction classic wayfarer style 1952 signature shape ray bans immediately recognizable world rock roll hollywood wayfarer symbol style fashion taste rb2132 wayfarer ray ban modern interpretation original classic slightly small soft eye shape frame construct acetate make lightweight durable crystalize lens feature 100 percent uv-400 coating quintessential wayfarer shape balance accent frame logo temple rb2132 combine black frame green lens wrong update twist classic look
107,323,portable hard drive,3,0.471,['']
108,334,sport bra,4,0.4,c9 champion women power core cami sports bra c9 champion women medium support sports bra fitness wardrobe want coverage medium support soft moisture wicke fabric keep dry support 4 way stretch soft cup comfortable bevy color choose sure find perfect color match attire
109,336,portable hard drive,4,0.0,toshiba canvio connect 1 tb portable external hard drive value bundle bonus case plug pc toshiba new nimble versatile canvio connect let access share precious file medium virtually affordable pocket sized easy carry amazingly feature performer offer huge storage 2 tb upload download desktop laptop computer mobile device toshiba canvio connect 1 tb portable external hard drive 1 tb expand digital storage usb 3.0 usb 2.0 flexible interface fast transfer speed 5400 rpm fast access performance plug n pla
110,338,tv,3,0.471,['']
111,339,baseball photo frame,4,0.471,['']
112,341,assassinss creed,4,0.0,assassin creed rogue xbox 360 game features ultimate assassin hunter experience assassin creed universe perspective templar play shay addition skill master assassin possess new ability like enhanced eagle vision weapon deadly air rifle grenade launcher slowly descend darkness witness shay transformation adventurous assassin grim commit templar willing hunt brother experience firsthand event lead shay dark path set course forever change fate assassin brotherhood new improved naval gameplay cast ship morrigan fight way icy sea north atlantic narrow water america river valley assassin creed rogue build award win naval experience assassin creed ® iv black flag ™ new gameplay include new weapon enemy tactic vast diverse open world explore shay story allow explore unique environment artic north atlantic american river valley new york city north america 18th century amid chaos violence french indian war shay patrick cormac fearless young member assassin brotherhood undergo dark transformation forever shape future colony dangerous mission go tragically wrong shay turn assassins response attempt end life cast aside call brother shay set mission wipe turn ultimately fear assassin hunter history introduce assassin creed ® rogue dark chapter assassin creed ® franchise shay experience slow transformation assassin assassin hunter follow creed set extraordinary journey new york city wild river valley far away icy cold water north atlantic pursuit ultimate goal bring assassins
113,344,button shirt,4,0.471,french toast white long sleeve button boys uniform shirt 14 little boy look sharp school long sleeve button uniform shirt french toast classic button dress shirt pair perfectly tie great school high quality fabric ensure boy wear shirt time
114,346,martial art headgear,4,0.0,everlast black mma headgear item 17157398 protect competition everlast mma headgear chin cheek padding include mold face bar protect face punch everhide vinyl liner provide snug comfortable fit include cheek chin padding protect face punch provide snug comfortable fit set include headgear brand everlast model 7420lxl material synthetic leather color black dimensions 5.75 inch long x 9.00 inch wide x 9.00 inch high weight 1.17 pound
115,348,lc lauren conrad dress,1,0.0,firefighter child costume role play set little boy put firefighter costume ready fight imaginary fire big hero save day enjoy creative positive play feature traditional color red black yellow display word fire chief polyester material include matching helmet child costume idea role play dress party halloween school play festive occasion refer detailed size chart vary costume ensure good possible fit firefighter child costume role play set child costume include shirt hat material content polyester traditional red black yellow color role play costume ideal dress party halloween school play occasion care spot clean size child boy
116,358,thomas train,4,0.4,thomas train storage chest thomas train collapsible storage chest help clean time fun feature thomas prominently handle easy lift fabric chest attach lid conceal toy inside brightly colored kid storage chest ideal addition bedroom play room
117,364,videogame ps4,4,0.0,far cry 4 limited edition ps4 far cry 4 limited edition day 1 ps4 far cry 4 player find kyrat breathtaking perilous wild region himalayas struggle regime despotic self appoint king vast array weapon vehicle animal player write story exotic open world landscape
118,366,van backpack,4,0.0,['']
119,367,ninja turtle sock,4,0.8,highpoint kids 5pk assorted feel like superhero teenage mutant ninja turtles 5pk sock highpoint
120,371,martial art headgear,4,0.471,ringside deluxefacesaverboxingheadgear thoroughly protect head provide range vision adjustable rear closure lace entirely leather buckle chin strap
121,372,yoga pant,4,0.433,90 degree reflex women plus size shirred leg yoga capri pants stretchy yoga pant reflex perfect lounging active wear blend cotton spandex pant finish contrast waistband shirr detail leg
122,374,aveeno shampoo,3,1.067,aveeno nourish + moisturize conditioner set 2 pack bring dry damage hair life nourish + moisturize conditioner aveeno formulate blend wheat protein wheat germ oil nourish + moisturize targets damage area restore strength softness shine hair set include 10.5 ounce bottle conditioner
123,381,aroma diffuser,4,0.471,['']
124,388,projector,2,0.471,infocus carrying case projector soft carrying case value projector series easy mobility protection fit infocus in110a in120a in120sta in2120a series projector pad interior keep projector protect strong light weight
125,389,ecco shoe,4,0.0,ecco enrico sneakers men shoes sporty fresh style simple classic low sneaker ecco leather upper rubber sole import ecco man sneaker lace closure metal eyelet pad collar
126,392,cuisinart coffee maker,4,0.0,cuisinart 12 cup automatic coffeemaker pink 12 cup coffeemaker elegant tech industrial design fully programmable variable heater plate control temperature brew pause 9 w x 14 h x 7 3/4 d include coffeemaker measure scoop 4 paper coffee starter kit 2 filter dishwasher safe part
